"","Competition_Name","Country","Team","Opp","Venue","HomeGoals","AwayGoals","Result","Diff"
"384","Ligue 1","FRA","Monaco","Saint-Étienne","H",1,0,"W",1
"385","Ligue 1","FRA","Auxerre","Nice","H",2,1,"W",1
"386","Ligue 1","FRA","Angers","Lens","H",0,1,"L",-1
"387","Ligue 1","FRA","Toulouse","Nantes","H",0,0,"D",0
"388","Ligue 1","FRA","Montpellier","Strasbourg","H",1,1,"D",0
"389","Ligue 1","FRA","Rennes","Lyon","H",3,0,"W",3
"390","Ligue 1","FRA","Paris S-G","Montpellier","H",6,0,"W",6
"391","Ligue 1","FRA","Lyon","Monaco","H",0,2,"L",-2
"392","Ligue 1","FRA","Lille","Angers","H",2,0,"W",2
"393","Ligue 1","FRA","Saint-Étienne","Le Havre","H",0,2,"L",-2
"394","Ligue 1","FRA","Lens","Brest","H",2,0,"W",2
"395","Ligue 1","FRA","Nantes","Auxerre","H",2,0,"W",2
"396","Ligue 1","FRA","Nice","Toulouse","H",1,1,"D",0
"397","Ligue 1","FRA","Strasbourg","Rennes","H",3,1,"W",2
"398","Ligue 1","FRA","Marseille","Reims","H",2,2,"D",0
"399","Ligue 1","FRA","Lyon","Strasbourg","H",4,3,"W",1
"400","Ligue 1","FRA","Brest","Saint-Étienne","H",4,0,"W",4
"401","Ligue 1","FRA","Montpellier","Nantes","H",1,3,"L",-2
"402","Ligue 1","FRA","Toulouse","Marseille","H",1,3,"L",-2
"403","Ligue 1","FRA","Monaco","Lens","H",1,1,"D",0
"404","Ligue 1","FRA","Reims","Rennes","H",2,1,"W",1
"405","Ligue 1","FRA","Le Havre","Auxerre","H",3,1,"W",2
"406","Ligue 1","FRA","Angers","Nice","H",1,4,"L",-3
"407","Ligue 1","FRA","Lille","Paris S-G","H",1,3,"L",-2
"408","Ligue 1","FRA","Saint-Étienne","Lille","H",1,0,"W",1
"409","Ligue 1","FRA","Marseille","Nice","H",2,0,"W",2
"410","Ligue 1","FRA","Auxerre","Monaco","H",0,3,"L",-3
"411","Ligue 1","FRA","Paris S-G","Brest","H",3,1,"W",2
"412","Ligue 1","FRA","Rennes","Montpellier","H",3,0,"W",3
"413","Ligue 1","FRA","Nantes","Reims","H",1,2,"L",-1
"414","Ligue 1","FRA","Strasbourg","Angers","H",1,1,"D",0
"415","Ligue 1","FRA","Toulouse","Le Havre","H",2,0,"W",2
"416","Ligue 1","FRA","Lens","Lyon","H",0,0,"D",0
"417","Ligue 1","FRA","Nice","Saint-Étienne","H",8,0,"W",8
"418","Ligue 1","FRA","Lille","Strasbourg","H",3,3,"D",0
"419","Ligue 1","FRA","Rennes","Lens","H",1,1,"D",0
"420","Ligue 1","FRA","Reims","Paris S-G","H",1,1,"D",0
"421","Ligue 1","FRA","Monaco","Le Havre","H",3,1,"W",2
"422","Ligue 1","FRA","Brest","Toulouse","H",2,0,"W",2
"423","Ligue 1","FRA","Angers","Nantes","H",1,1,"D",0
"424","Ligue 1","FRA","Montpellier","Auxerre","H",3,2,"W",1
"425","Ligue 1","FRA","Lyon","Marseille","H",2,3,"L",-1
"426","Ligue 1","FRA","Auxerre","Brest","H",3,0,"W",3
"427","Ligue 1","FRA","Paris S-G","Rennes","H",3,1,"W",2
"428","Ligue 1","FRA","Lens","Nice","H",0,0,"D",0
"429","Ligue 1","FRA","Le Havre","Lille","H",0,3,"L",-3
"430","Ligue 1","FRA","Monaco","Montpellier","H",2,1,"W",1
"431","Ligue 1","FRA","Toulouse","Lyon","H",1,2,"L",-1
"432","Ligue 1","FRA","Nantes","Saint-Étienne","H",2,2,"D",0
"433","Ligue 1","FRA","Angers","Reims","H",1,3,"L",-2
"434","Ligue 1","FRA","Strasbourg","Marseille","H",1,0,"W",1
"435","Ligue 1","FRA","Marseille","Angers","H",1,1,"D",0
"436","Ligue 1","FRA","Saint-Étienne","Auxerre","H",3,1,"W",2
"437","Ligue 1","FRA","Lille","Toulouse","H",2,1,"W",1
"438","Ligue 1","FRA","Rennes","Monaco","H",1,2,"L",-1
"439","Ligue 1","FRA","Lyon","Nantes","H",2,0,"W",2
"440","Ligue 1","FRA","Brest","Le Havre","H",2,0,"W",2
"441","Ligue 1","FRA","Strasbourg","Lens","H",2,2,"D",0
"442","Ligue 1","FRA","Reims","Montpellier","H",4,2,"W",2
"443","Ligue 1","FRA","Nice","Paris S-G","H",1,1,"D",0
"444","Ligue 1","FRA","Monaco","Lille","H",0,0,"D",0
"445","Ligue 1","FRA","Brest","Rennes","H",1,1,"D",0
"446","Ligue 1","FRA","Saint-Étienne","Lens","H",0,2,"L",-2
"447","Ligue 1","FRA","Paris S-G","Strasbourg","H",4,2,"W",2
"448","Ligue 1","FRA","Le Havre","Lyon","H",0,4,"L",-4
"449","Ligue 1","FRA","Toulouse","Angers","H",1,1,"D",0
"450","Ligue 1","FRA","Auxerre","Reims","H",2,1,"W",1
"451","Ligue 1","FRA","Nantes","Nice","H",1,1,"D",0
"452","Ligue 1","FRA","Montpellier","Marseille","H",0,5,"L",-5
"453","Ligue 1","FRA","Rennes","Le Havre","H",1,0,"W",1
"454","Ligue 1","FRA","Angers","Saint-Étienne","H",4,2,"W",2
"455","Ligue 1","FRA","Reims","Brest","H",1,2,"L",-1
"456","Ligue 1","FRA","Lens","Lille","H",0,2,"L",-2
"457","Ligue 1","FRA","Lyon","Auxerre","H",2,2,"D",0
"458","Ligue 1","FRA","Montpellier","Toulouse","H",0,3,"L",-3
"459","Ligue 1","FRA","Nice","Monaco","H",2,1,"W",1
"460","Ligue 1","FRA","Strasbourg","Nantes","H",3,1,"W",2
"461","Ligue 1","FRA","Marseille","Paris S-G","H",0,3,"L",-3
"462","Ligue 1","FRA","Monaco","Angers","H",0,1,"L",-1
"463","Ligue 1","FRA","Lille","Lyon","H",1,1,"D",0
"464","Ligue 1","FRA","Paris S-G","Lens","H",1,0,"W",1
"465","Ligue 1","FRA","Brest","Nice","H",0,1,"L",-1
"466","Ligue 1","FRA","Saint-Étienne","Strasbourg","H",2,0,"W",2
"467","Ligue 1","FRA","Toulouse","Reims","H",1,0,"W",1
"468","Ligue 1","FRA","Le Havre","Montpellier","H",1,0,"W",1
"469","Ligue 1","FRA","Auxerre","Rennes","H",4,0,"W",4
"470","Ligue 1","FRA","Nantes","Marseille","H",1,2,"L",-1
"471","Ligue 1","FRA","Marseille","Auxerre","H",1,3,"L",-2
"472","Ligue 1","FRA","Strasbourg","Monaco","H",1,3,"L",-2
"473","Ligue 1","FRA","Lens","Nantes","H",3,2,"W",1
"474","Ligue 1","FRA","Angers","Paris S-G","H",2,4,"L",-2
"475","Ligue 1","FRA","Nice","Lille","H",2,2,"D",0
"476","Ligue 1","FRA","Rennes","Toulouse","H",0,2,"L",-2
"477","Ligue 1","FRA","Le Havre","Reims","H",0,3,"L",-3
"478","Ligue 1","FRA","Montpellier","Brest","H",3,1,"W",2
"479","Ligue 1","FRA","Lyon","Saint-Étienne","H",1,0,"W",1
"480","Ligue 1","FRA","Monaco","Brest","H",3,2,"W",1
"481","Ligue 1","FRA","Paris S-G","Toulouse","H",3,0,"W",3
"482","Ligue 1","FRA","Lens","Marseille","H",1,3,"L",-2
"483","Ligue 1","FRA","Saint-Étienne","Montpellier","H",1,0,"W",1
"484","Ligue 1","FRA","Reims","Lyon","H",1,1,"D",0
"485","Ligue 1","FRA","Lille","Rennes","H",1,0,"W",1
"486","Ligue 1","FRA","Auxerre","Angers","H",1,0,"W",1
"487","Ligue 1","FRA","Nantes","Le Havre","H",0,2,"L",-2
"488","Ligue 1","FRA","Nice","Strasbourg","H",2,1,"W",1
"489","Ligue 1","FRA","Reims","Lens","H",0,2,"L",-2
"490","Ligue 1","FRA","Rennes","Saint-Étienne","H",5,0,"W",5
"491","Ligue 1","FRA","Brest","Strasbourg","H",3,1,"W",2
"492","Ligue 1","FRA","Paris S-G","Nantes","H",1,1,"D",0
"493","Ligue 1","FRA","Montpellier","Lille","H",2,2,"D",0
"494","Ligue 1","FRA","Lyon","Nice","H",4,1,"W",3
"495","Ligue 1","FRA","Toulouse","Auxerre","H",2,0,"W",2
"496","Ligue 1","FRA","Le Havre","Angers","H",0,1,"L",-1
"497","Ligue 1","FRA","Marseille","Monaco","H",2,1,"W",1
"498","Ligue 1","FRA","Lille","Brest","H",3,1,"W",2
"499","Ligue 1","FRA","Auxerre","Paris S-G","H",0,0,"D",0
"500","Ligue 1","FRA","Monaco","Toulouse","H",2,0,"W",2
"501","Ligue 1","FRA","Nice","Le Havre","H",2,1,"W",1
"502","Ligue 1","FRA","Angers","Lyon","H",0,3,"L",-3
"503","Ligue 1","FRA","Lens","Montpellier","H",2,0,"W",2
"504","Ligue 1","FRA","Nantes","Rennes","H",1,0,"W",1
"505","Ligue 1","FRA","Strasbourg","Reims","H",0,0,"D",0
"506","Ligue 1","FRA","Saint-Étienne","Marseille","H",0,2,"L",-2
"507","Ligue 1","FRA","Toulouse","Saint-Étienne","H",2,1,"W",1
"508","Ligue 1","FRA","Marseille","Lille","H",1,1,"D",0
"509","Ligue 1","FRA","Auxerre","Lens","H",2,2,"D",0
"510","Ligue 1","FRA","Reims","Monaco","H",0,0,"D",0
"511","Ligue 1","FRA","Montpellier","Nice","H",2,2,"D",0
"512","Ligue 1","FRA","Rennes","Angers","H",2,0,"W",2
"513","Ligue 1","FRA","Le Havre","Strasbourg","H",0,3,"L",-3
"514","Ligue 1","FRA","Brest","Nantes","H",4,1,"W",3
"515","Ligue 1","FRA","Paris S-G","Lyon","H",3,1,"W",2
"516","Ligue 1","FRA","Monaco","Paris S-G","H",2,4,"L",-2
"517","Ligue 1","FRA","Nice","Rennes","H",3,2,"W",1
"518","Ligue 1","FRA","Saint-Étienne","Reims","H",3,1,"W",2
"519","Ligue 1","FRA","Lille","Nantes","H",1,1,"D",0
"520","Ligue 1","FRA","Lyon","Montpellier","H",1,0,"W",1
"521","Ligue 1","FRA","Strasbourg","Auxerre","H",3,1,"W",2
"522","Ligue 1","FRA","Angers","Brest","H",2,0,"W",2
"523","Ligue 1","FRA","Lens","Toulouse","H",0,1,"L",-1
"524","Ligue 1","FRA","Marseille","Le Havre","H",5,1,"W",4
"525","Ligue 1","FRA","Nantes","Monaco","H",2,2,"D",0
"526","Ligue 1","FRA","Auxerre","Lille","H",0,0,"D",0
"527","Ligue 1","FRA","Brest","Lyon","H",2,1,"W",1
"528","Ligue 1","FRA","Reims","Nice","H",2,4,"L",-2
"529","Ligue 1","FRA","Rennes","Marseille","H",1,2,"L",-1
"530","Ligue 1","FRA","Le Havre","Lens","H",1,2,"L",-1
"531","Ligue 1","FRA","Toulouse","Strasbourg","H",1,2,"L",-1
"532","Ligue 1","FRA","Montpellier","Angers","H",1,3,"L",-2
"533","Ligue 1","FRA","Paris S-G","Saint-Étienne","H",2,1,"W",1
"534","Ligue 1","FRA","Montpellier","Monaco","H",2,1,"W",1
"535","Ligue 1","FRA","Lille","Nice","H",2,1,"W",1
"536","Ligue 1","FRA","Lens","Paris S-G","H",1,2,"L",-1
"537","Ligue 1","FRA","Rennes","Brest","H",1,2,"L",-1
"538","Ligue 1","FRA","Lyon","Toulouse","H",0,0,"D",0
"539","Ligue 1","FRA","Saint-Étienne","Nantes","H",1,1,"D",0
"540","Ligue 1","FRA","Angers","Auxerre","H",2,0,"W",2
"541","Ligue 1","FRA","Reims","Le Havre","H",1,1,"D",0
"542","Ligue 1","FRA","Marseille","Strasbourg","H",1,1,"D",0
"543","Ligue 1","FRA","Auxerre","Saint-Étienne","H",1,1,"D",0
"544","Ligue 1","FRA","Monaco","Rennes","H",3,2,"W",1
"545","Ligue 1","FRA","Strasbourg","Lille","H",2,1,"W",1
"546","Ligue 1","FRA","Paris S-G","Reims","H",1,1,"D",0
"547","Ligue 1","FRA","Le Havre","Brest","H",0,1,"L",-1
"548","Ligue 1","FRA","Toulouse","Montpellier","H",1,2,"L",-1
"549","Ligue 1","FRA","Nantes","Lyon","H",1,1,"D",0
"550","Ligue 1","FRA","Lens","Angers","H",1,0,"W",1
"551","Ligue 1","FRA","Nice","Marseille","H",2,0,"W",2
"552","Ligue 1","FRA","Montpellier","Lens","H",0,2,"L",-2
"553","Ligue 1","FRA","Brest","Paris S-G","H",2,5,"L",-3
"554","Ligue 1","FRA","Monaco","Auxerre","H",4,2,"W",2
"555","Ligue 1","FRA","Lille","Saint-Étienne","H",4,1,"W",3
"556","Ligue 1","FRA","Toulouse","Nice","H",1,1,"D",0
"557","Ligue 1","FRA","Reims","Nantes","H",1,2,"L",-1
"558","Ligue 1","FRA","Rennes","Strasbourg","H",1,0,"W",1
"559","Ligue 1","FRA","Angers","Le Havre","H",1,1,"D",0
"560","Ligue 1","FRA","Marseille","Lyon","H",3,2,"W",1
"561","Ligue 1","FRA","Nantes","Brest","H",0,2,"L",-2
"562","Ligue 1","FRA","Paris S-G","Monaco","H",4,1,"W",3
"563","Ligue 1","FRA","Nice","Lens","H",2,0,"W",2
"564","Ligue 1","FRA","Lille","Le Havre","H",1,2,"L",-1
"565","Ligue 1","FRA","Saint-Étienne","Rennes","H",0,2,"L",-2
"566","Ligue 1","FRA","Lyon","Reims","H",4,0,"W",4
"567","Ligue 1","FRA","Strasbourg","Montpellier","H",2,0,"W",2
"568","Ligue 1","FRA","Auxerre","Toulouse","H",2,2,"D",0
"569","Ligue 1","FRA","Angers","Marseille","H",0,2,"L",-2
"570","Ligue 1","FRA","Brest","Auxerre","H",2,2,"D",0
"571","Ligue 1","FRA","Marseille","Saint-Étienne","H",5,1,"W",4
"572","Ligue 1","FRA","Monaco","Nantes","H",7,1,"W",6
"573","Ligue 1","FRA","Toulouse","Paris S-G","H",0,1,"L",-1
"574","Ligue 1","FRA","Montpellier","Lyon","H",1,4,"L",-3
"575","Ligue 1","FRA","Lens","Strasbourg","H",0,2,"L",-2
"576","Ligue 1","FRA","Reims","Angers","H",0,1,"L",-1
"577","Ligue 1","FRA","Le Havre","Nice","H",1,3,"L",-2
"578","Ligue 1","FRA","Rennes","Lille","H",0,2,"L",-2
"579","Ligue 1","FRA","Rennes","Reims","H",1,0,"W",1
"580","Ligue 1","FRA","Lille","Monaco","H",2,1,"W",1
"581","Ligue 1","FRA","Saint-Étienne","Angers","H",3,3,"D",0
"582","Ligue 1","FRA","Auxerre","Marseille","H",3,0,"W",3
"583","Ligue 1","FRA","Nantes","Lens","H",3,1,"W",2
"584","Ligue 1","FRA","Nice","Montpellier","H",2,0,"W",2
"585","Ligue 1","FRA","Le Havre","Toulouse","H",1,4,"L",-3
"586","Ligue 1","FRA","Strasbourg","Brest","H",0,0,"D",0
"587","Ligue 1","FRA","Lyon","Paris S-G","H",2,3,"L",-1
"588","Ligue 1","FRA","Monaco","Reims","H",3,0,"W",3
"589","Ligue 1","FRA","Saint-Étienne","Nice","H",1,3,"L",-2
"590","Ligue 1","FRA","Lens","Le Havre","H",3,4,"L",-1
"591","Ligue 1","FRA","Paris S-G","Lille","H",4,1,"W",3
"592","Ligue 1","FRA","Lyon","Brest","H",2,1,"W",1
"593","Ligue 1","FRA","Montpellier","Rennes","H",0,4,"L",-4
"594","Ligue 1","FRA","Auxerre","Strasbourg","H",0,1,"L",-1
"595","Ligue 1","FRA","Angers","Toulouse","H",0,4,"L",-4
"596","Ligue 1","FRA","Marseille","Nantes","H",2,0,"W",2
"597","Ligue 1","FRA","Toulouse","Monaco","H",1,1,"D",0
"598","Ligue 1","FRA","Rennes","Paris S-G","H",1,4,"L",-3
"599","Ligue 1","FRA","Lille","Montpellier","H",1,0,"W",1
"600","Ligue 1","FRA","Marseille","Lens","H",0,1,"L",-1
"601","Ligue 1","FRA","Brest","Angers","H",2,0,"W",2
"602","Ligue 1","FRA","Reims","Auxerre","H",0,2,"L",-2
"603","Ligue 1","FRA","Le Havre","Saint-Étienne","H",1,1,"D",0
"604","Ligue 1","FRA","Nantes","Strasbourg","H",0,1,"L",-1
"605","Ligue 1","FRA","Nice","Lyon","H",0,2,"L",-2
"606","Ligue 1","FRA","Nice","Auxerre","H",1,1,"D",0
"607","Ligue 1","FRA","Nantes","Lille","H",1,0,"W",1
"608","Ligue 1","FRA","Angers","Monaco","H",0,2,"L",-2
"609","Ligue 1","FRA","Lens","Rennes","H",1,0,"W",1
"610","Ligue 1","FRA","Lyon","Le Havre","H",4,2,"W",2
"611","Ligue 1","FRA","Strasbourg","Toulouse","H",2,1,"W",1
"612","Ligue 1","FRA","Montpellier","Saint-Étienne","H",0,2,"L",-2
"613","Ligue 1","FRA","Brest","Reims","H",0,0,"D",0
"614","Ligue 1","FRA","Paris S-G","Marseille","H",3,1,"W",2
"615","Ligue 1","FRA","Strasbourg","Lyon","H",4,2,"W",2
"616","Ligue 1","FRA","Reims","Marseille","H",3,1,"W",2
"617","Ligue 1","FRA","Saint-Étienne","Paris S-G","H",1,6,"L",-5
"618","Ligue 1","FRA","Monaco","Nice","H",2,1,"W",1
"619","Ligue 1","FRA","Toulouse","Brest","H",2,4,"L",-2
"620","Ligue 1","FRA","Le Havre","Nantes","H",3,2,"W",1
"621","Ligue 1","FRA","Auxerre","Montpellier","H",1,0,"W",1
"622","Ligue 1","FRA","Angers","Rennes","H",0,3,"L",-3
"623","Ligue 1","FRA","Lille","Lens","H",1,0,"W",1
"624","Ligue 1","FRA","Nice","Nantes","H",1,2,"L",-1
"625","Ligue 1","FRA","Paris S-G","Angers","H",1,0,"W",1
"626","Ligue 1","FRA","Brest","Monaco","H",2,1,"W",1
"627","Ligue 1","FRA","Lyon","Lille","H",2,1,"W",1
"628","Ligue 1","FRA","Lens","Saint-Étienne","H",1,0,"W",1
"629","Ligue 1","FRA","Rennes","Auxerre","H",0,1,"L",-1
"630","Ligue 1","FRA","Reims","Strasbourg","H",0,1,"L",-1
"631","Ligue 1","FRA","Montpellier","Le Havre","H",0,2,"L",-2
"632","Ligue 1","FRA","Marseille","Toulouse","H",3,2,"W",1
"633","Ligue 1","FRA","Lens","Reims","H",0,2,"L",-2
"634","Ligue 1","FRA","Monaco","Marseille","H",3,0,"W",3
"635","Ligue 1","FRA","Toulouse","Lille","H",1,2,"L",-1
"636","Ligue 1","FRA","Strasbourg","Nice","H",2,2,"D",0
"637","Ligue 1","FRA","Saint-Étienne","Brest","H",3,3,"D",0
"638","Ligue 1","FRA","Angers","Montpellier","H",2,0,"W",2
"639","Ligue 1","FRA","Le Havre","Rennes","H",1,5,"L",-4
"640","Ligue 1","FRA","Auxerre","Lyon","H",1,3,"L",-2
"641","Ligue 1","FRA","Rennes","Nantes","H",2,1,"W",1
"642","Ligue 1","FRA","Paris S-G","Le Havre","H",2,1,"W",1
"643","Ligue 1","FRA","Monaco","Strasbourg","H",0,0,"D",0
"644","Ligue 1","FRA","Marseille","Montpellier","H",5,1,"W",4
"645","Ligue 1","FRA","Lille","Auxerre","H",3,1,"W",2
"646","Ligue 1","FRA","Brest","Lens","H",1,3,"L",-2
"647","Ligue 1","FRA","Nice","Angers","H",2,1,"W",1
"648","Ligue 1","FRA","Reims","Toulouse","H",1,0,"W",1
"649","Ligue 1","FRA","Saint-Étienne","Lyon","H",2,1,"W",1
"650","Ligue 1","FRA","Nantes","Paris S-G","H",1,1,"D",0
"651","Ligue 1","FRA","Paris S-G","Nice","H",1,3,"L",-2
"652","Ligue 1","FRA","Strasbourg","Saint-Étienne","H",3,1,"W",2
"653","Ligue 1","FRA","Le Havre","Monaco","H",1,1,"D",0
"654","Ligue 1","FRA","Lyon","Rennes","H",4,1,"W",3
"655","Ligue 1","FRA","Angers","Lille","H",0,2,"L",-2
"656","Ligue 1","FRA","Nantes","Toulouse","H",0,0,"D",0
"657","Ligue 1","FRA","Lens","Auxerre","H",0,4,"L",-4
"658","Ligue 1","FRA","Montpellier","Reims","H",0,0,"D",0
"659","Ligue 1","FRA","Marseille","Brest","H",4,1,"W",3
"660","Ligue 1","FRA","Nice","Reims","H",1,0,"W",1
"661","Ligue 1","FRA","Strasbourg","Paris S-G","H",2,1,"W",1
"662","Ligue 1","FRA","Toulouse","Rennes","H",2,1,"W",1
"663","Ligue 1","FRA","Saint-Étienne","Monaco","H",1,3,"L",-2
"664","Ligue 1","FRA","Nantes","Angers","H",0,1,"L",-1
"665","Ligue 1","FRA","Brest","Montpellier","H",1,0,"W",1
"666","Ligue 1","FRA","Lyon","Lens","H",1,2,"L",-1
"667","Ligue 1","FRA","Auxerre","Le Havre","H",1,2,"L",-1
"668","Ligue 1","FRA","Lille","Marseille","H",1,1,"D",0
"669","Ligue 1","FRA","Reims","Saint-Étienne","H",0,2,"L",-2
"670","Ligue 1","FRA","Rennes","Nice","H",2,0,"W",2
"671","Ligue 1","FRA","Angers","Strasbourg","H",2,1,"W",1
"672","Ligue 1","FRA","Le Havre","Marseille","H",1,3,"L",-2
"673","Ligue 1","FRA","Auxerre","Nantes","H",1,1,"D",0
"674","Ligue 1","FRA","Monaco","Lyon","H",2,0,"W",2
"675","Ligue 1","FRA","Toulouse","Lens","H",1,1,"D",0
"676","Ligue 1","FRA","Montpellier","Paris S-G","H",1,4,"L",-3
"677","Ligue 1","FRA","Brest","Lille","H",2,0,"W",2
"678","Ligue 1","FRA","Lille","Reims","H",2,1,"W",1
"679","Ligue 1","FRA","Lens","Monaco","H",4,0,"W",4
"680","Ligue 1","FRA","Nantes","Montpellier","H",3,0,"W",3
"681","Ligue 1","FRA","Paris S-G","Auxerre","H",3,1,"W",2
"682","Ligue 1","FRA","Strasbourg","Le Havre","H",2,3,"L",-1
"683","Ligue 1","FRA","Lyon","Angers","H",2,0,"W",2
"684","Ligue 1","FRA","Nice","Brest","H",6,0,"W",6
"685","Ligue 1","FRA","Marseille","Rennes","H",4,2,"W",2
"686","Ligue 1","FRA","Saint-Étienne","Toulouse","H",2,3,"L",-1
"687","Ligue 1","FRA","Metz","Reims","H",1,1,"D",0
"688","Ligue 1","FRA","Reims","Metz","H",1,3,"L",-2
"689","Fußball-Bundesliga","GER","Gladbach","Leverkusen","H",2,3,"L",-1
"690","Fußball-Bundesliga","GER","Hoffenheim","Holstein Kiel","H",3,2,"W",1
"691","Fußball-Bundesliga","GER","Mainz 05","Union Berlin","H",1,1,"D",0
"692","Fußball-Bundesliga","GER","Augsburg","Werder Bremen","H",2,2,"D",0
"693","Fußball-Bundesliga","GER","Freiburg","Stuttgart","H",3,1,"W",2
"694","Fußball-Bundesliga","GER","RB Leipzig","Bochum","H",1,0,"W",1
"695","Fußball-Bundesliga","GER","Dortmund","Eint Frankfurt","H",2,0,"W",2
"696","Fußball-Bundesliga","GER","Wolfsburg","Bayern Munich","H",2,3,"L",-1
"697","Fußball-Bundesliga","GER","St. Pauli","Heidenheim","H",0,2,"L",-2
"698","Fußball-Bundesliga","GER","Union Berlin","St. Pauli","H",1,0,"W",1
"699","Fußball-Bundesliga","GER","Werder Bremen","Dortmund","H",0,0,"D",0
"700","Fußball-Bundesliga","GER","Eint Frankfurt","Hoffenheim","H",3,1,"W",2
"701","Fußball-Bundesliga","GER","Bochum","Gladbach","H",0,2,"L",-2
"702","Fußball-Bundesliga","GER","Holstein Kiel","Wolfsburg","H",0,2,"L",-2
"703","Fußball-Bundesliga","GER","Stuttgart","Mainz 05","H",3,3,"D",0
